strike,CallOpenInt,CallVolume,CallIV,CallGamma,PutOpenInt,PutVolume,PutIV,PutGamma,Price,Days,CallGEX,PutGEX,TotalGamma,Weights,WeightedGEX,CumulativeGEX,Flip
4840.0,238.0,0.0,0.0,-1.9840860729821804e-14,2050.0,1608.0,0.330278,-1.9840860729821804e-14,4942.13,1,-0.00011533624178777388,0.0009934424187602374,0.0008781061769724635,1.0,0.0008781061769724635,0.0008781061769724635,4945.0
4845.0,118.0,1.0,0.0,-1.9840860729821804e-14,2255.0,1201.0,0.341956,-1.9840860729821804e-14,4942.13,1,-5.718351483595513e-05,0.001092786660636261,0.001035603145800306,1.0,0.001035603145800306,0.0019137093227727694,4945.0
4850.0,4068.0,6.0,0.0,-1.9840860729821804e-14,3315.0,828.0,0.315786,-1.9840860729821804e-14,4942.13,1,-0.001971377443666656,0.0016064690820439937,-0.00036490836162266253,1.0,-0.00036490836162266253,0.001548800961150107,4945.0
4855.0,76.0,3.0,0.0,-1.9840860729821804e-14,2608.0,1183.0,0.302097,-1.9840860729821804e-14,4942.13,1,-3.6830060402818555e-05,0.0012638525990861947,0.001227022538683376,1.0,0.001227022538683376,0.002775823499833483,4945.0
4860.0,146.0,22.0,0.0,-1.9840860729821804e-14,2948.0,1337.0,0.288415,-1.9840860729821804e-14,4942.13,1,-7.075248445804618e-05,0.0014286186587830147,0.0013578661743249684,1.0,0.0013578661743249684,0.004133689674158452,4945.0
4865.0,166.0,3.0,0.0,-1.9840860729821804e-14,1401.0,2666.0,0.274739,-1.9840860729821804e-14,4942.13,1,-8.044460561668266e-05,0.0006789330871624842,0.0005984884815458016,1.0,0.0005984884815458016,0.004732178155704253,4945.0
4870.0,70.0,5.0,0.0,-1.9840860729821804e-14,2003.0,3177.0,0.260915,-1.9840860729821804e-14,4942.13,1,-3.392242405522762e-05,0.0009706659340374419,0.0009367435099822143,1.0,0.0009367435099822143,0.005668921665686468,4945.0
4875.0,987.0,19.0,0.0,-1.9840860729821804e-14,2375.0,2836.0,0.263547,-1.9840860729821804e-14,4942.13,1,-0.00047830617917870937,0.0011509393875880798,0.0006726332084093704,1.0,0.0006726332084093704,0.006341554874095838,4945.0
4880.0,354.0,175.0,0.0,-1.9840860729821804e-14,1815.0,3149.0,0.248762,-1.9840860729821804e-14,4942.13,1,-0.0001715505445078654,0.0008795599951462589,0.0007080094506383936,1.0,0.0007080094506383936,0.007049564324734232,4945.0
4885.0,126.0,24.0,0.0,-1.9840860729821804e-14,2647.0,2541.0,0.238826,-1.9840860729821804e-14,4942.13,1,-6.106036329940971e-05,0.0012827522353455359,0.001221691872046126,1.0,0.001221691872046126,0.008271256196780359,4945.0
4890.0,168.0,529.0,0.0,-1.9840860729821804e-14,2358.0,5767.0,0.229818,-1.9840860729821804e-14,4942.13,1,-8.141381773254628e-05,0.0011427010846032388,0.0010612872668706926,1.0,0.0010612872668706926,0.009332543463651052,4945.0
4895.0,362.0,66.0,0.0,-1.9840860729821804e-14,1358.0,7910.0,0.222532,-1.9840860729821804e-14,4942.13,1,-0.00017542739297132,0.0006580950266714159,0.00048266763370009586,1.0,0.00048266763370009586,0.009815211097351149,4945.0
4900.0,1740.0,841.0,0.0,0.0013105077556645167,3814.0,19852.0,0.212991,0.0013105077556645167,4942.13,1,55695123.83847154,-122081150.75858073,-66386026.92010919,1.0,-66386026.92010919,-66386026.91029398,4945.0
4905.0,202.0,83.0,0.0,0.003011639570687326,1558.0,9925.0,0.207125,0.003011639570687326,4942.13,1,14858764.326179862,-114603736.73360506,-99744972.4074252,1.0,-99744972.4074252,-166130999.31771916,4945.0
4910.0,261.0,260.0,0.193358,0.003951377285401524,1460.0,18488.0,0.201452,0.003951377285401524,4942.13,1,25189371.786438193,-140906064.39923283,-115716692.61279464,1.0,-115716692.61279464,-281847691.9305138,4945.0
4915.0,307.0,405.0,0.186611,0.005198322841891274,1953.0,18903.0,0.194102,0.005198322841891274,4942.13,1,38978933.61547585,-247966962.05545387,-208988028.439978,1.0,-208988028.439978,-490835720.3704918,4945.0
4920.0,442.0,833.0,0.188456,0.006676419403274668,2808.0,25166.0,0.189095,0.006676419403274668,4942.13,1,72076586.4355771,-457898313.8260193,-385821727.3904422,1.0,-385821727.3904422,-876657447.760934,4945.0
4925.0,992.0,703.0,0.178391,0.008416340006319011,1860.0,19188.0,0.18526,0.008416340006319011,4942.13,1,203921620.78802514,-382353038.97754717,-178431418.18952203,1.0,-178431418.18952203,-1055088865.950456,4945.0
4930.0,461.0,1962.0,0.17907,0.010374745711717813,1573.0,22435.0,0.182981,0.010374745711717813,4942.13,1,116817179.55824381,-398597447.8202116,-281780268.2619678,1.0,-281780268.2619678,-1336869134.2124238,4945.0
4935.0,529.0,2931.0,0.178293,0.01247382640453104,1357.0,14799.0,0.181416,0.01247382640453104,4942.13,1,161169811.50933674,-413435603.43699425,-252265791.9276575,1.0,-252265791.9276575,-1589134926.1400814,4945.0
4940.0,936.0,9733.0,0.177769,0.014573149463920796,1828.0,23171.0,0.178371,0.014573149463920796,4942.13,1,333163639.74931866,-650665740.8779429,-317502101.12862426,1.0,-317502101.12862426,-1906637027.2687056,4945.0
4945.0,907.0,13776.0,0.175557,0.016459393877576736,1292.0,10853.0,0.176484,0.016459393877576736,4942.13,1,364627529.8767935,-519403272.98877305,-154775743.11197954,1.0,-154775743.11197954,-2061412770.380685,4945.0
